species,flock,source,target,totalDistance,ewDistance,nsDistance,heading,fossilCount,windCount,hydroCount,borderCount
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,27,28,860.1582343,-201.2942588,836.4114568,347.3508549,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
Whooping_Crane,1,28,29,1316.660309,304.6441248,-1281.370215,165.3344859,0,0,0,0
